label,time,error,filtered
e2e-nan,15591185.999999998,1.5487445113127514,False
llm-Qwen-Qwen3-Embedding-0.6B,9482171.99,0.4390340210976641,False
llm-Qwen-Qwen3-Embedding-4B,41905453.69,2.6295549893836085,False
llm-Qwen-Qwen3-Embedding-8B,76353405.79,-0.9312813995475236,False
llm-answerdotai-ModernBERT-base,5484879.52,4.712041513019114,False
llm-bert-base-uncased,3472121.27,1.1637958620903128,False
llm-google-gemma-3-12b-pt,27973710.68,1.90774516089462,False
llm-google-gemma-3-1b-pt,7868150.7,1.5608733309330396,False
llm-google-gemma-3-4b-pt,12701833.85,0.08366025773383712,False
llm-meta-llama-Llama-3.1-8B,18581402.83,3.2460218959440295,False
llm-meta-llama-Llama-3.2-1B,5556681.94,0.9880928493160925,False
llm-meta-llama-Llama-3.2-3B,10626735.65,5.729959330460669,False
llm-sentence-transformers-all-MiniLM-L6-v2,2103016.85,6.5277342582225,False
qf-nan,56717454.0,7.037259701551141,False
postgres-nan,2103016.85,0.0,False
aimai-nan,622930.0,291.6691693630606,True
bao-nan,3233028.0,54.023310756836025,True
