label,time,error,filtered
aimai-nan,653374.0,-1.3115432168146564,False
bao-nan,3315196.0,0.1607941113862219,False
e2e-nan,15849574.0,0.4533312216239045,False
llm-Qwen-Qwen3-Embedding-0.6B,9550401.99,-1.342715948167885,False
llm-Qwen-Qwen3-Embedding-4B,41914435.69,-1.3638524077548468,False
llm-Qwen-Qwen3-Embedding-8B,76382133.79,-1.6555426506646018,False
llm-answerdotai-ModernBERT-base,5418591.52,-0.8715434798724887,False
llm-bert-base-uncased,3510071.27,-0.6857142857142855,False
llm-google-gemma-3-12b-pt,28002882.68,-1.6684160319093442,False
llm-google-gemma-3-1b-pt,7785774.7,-1.707673989298367,False
llm-google-gemma-3-4b-pt,12751851.85,-1.6175385945725982,False
llm-meta-llama-Llama-3.1-8B,18589694.83,-1.7143121106535741,False
llm-meta-llama-Llama-3.2-1B,5482397.94,-1.5988739079937382,False
llm-meta-llama-Llama-3.2-3B,10595063.65,-1.649144939725259,False
llm-sentence-transformers-all-MiniLM-L6-v2,2154210.85,-0.8183069497526412,False
qf-nan,64124019.99999999,0.6408384023307547,False
mscn-nan,232579206.0,-0.9306753489080555,False
alece-nan,67323868.0,0.2181075783972125,False
price-nan,69512582.0,-0.3766140602582495,False
postgres-nan,653374.0,0.0,False
