label,time,error,filtered
aimai-nan,594672.0,-1.9688019292207166,False
bao-nan,3530356.0,2.0520500074361383,False
e2e-nan,14737320.000000002,0.13475693949238043,False
llm-Qwen-Qwen3-Embedding-0.6B,9506901.99,-1.080376676766114,False
llm-Qwen-Qwen3-Embedding-4B,41968503.69,-0.5546991338287393,False
llm-Qwen-Qwen3-Embedding-8B,76354963.79,-0.7806663646217765,False
llm-answerdotai-ModernBERT-base,5501065.52,-0.3338247648810594,False
llm-bert-base-uncased,3502641.27,-0.5462864182065058,False
llm-google-gemma-3-12b-pt,27979148.68,-2.679387508871178,False
llm-google-gemma-3-1b-pt,7826370.7,-1.793750235737233,False
llm-google-gemma-3-4b-pt,12652429.85,2.940551246170351,False
llm-meta-llama-Llama-3.1-8B,18531428.83,-4.711249219702809,False
llm-meta-llama-Llama-3.2-1B,5503169.94,-1.5089392315969203,False
llm-meta-llama-Llama-3.2-3B,10615361.65,-1.1882583608216324,False
llm-sentence-transformers-all-MiniLM-L6-v2,2068762.85,-1.007819116051183,False
qf-nan,63045900.0,0.8849745788529341,False
mscn-nan,226519461.6,-1.186316092941528,False
alece-nan,67225366.0,-2.45022678140708,False
price-nan,69512582.0,-2.6746069597405056,False
postgres-nan,594672.0,0.0,False
