label,time,error,filtered
aimai-nan,594672.0,-2.0873657307462103,False
bao-nan,3530356.0,3.7705771708292533,False
e2e-nan,14737320.000000002,-0.8429261985696006,False
llm-Qwen-Qwen3-Embedding-0.6B,9506901.99,-1.6374503762763586,False
llm-Qwen-Qwen3-Embedding-4B,41968503.69,0.7368253557388311,False
llm-Qwen-Qwen3-Embedding-8B,76354963.79,-0.5432991873350989,False
llm-answerdotai-ModernBERT-base,5501065.52,0.310516153494257,False
llm-bert-base-uncased,3502641.27,-0.5215096323064881,False
llm-google-gemma-3-12b-pt,27979148.68,-3.2574391381941035,False
llm-google-gemma-3-1b-pt,7826370.7,-2.2875278748485224,False
llm-google-gemma-3-4b-pt,12652429.85,7.166161403896598,False
llm-meta-llama-Llama-3.1-8B,18531428.83,-6.917780100881438,False
llm-meta-llama-Llama-3.2-1B,5503169.94,-1.8342196438349339,False
llm-meta-llama-Llama-3.2-3B,10615361.65,-2.273037481984038,False
llm-sentence-transformers-all-MiniLM-L6-v2,2068762.85,-1.043801093334947,False
qf-nan,63045900.0,1.0795425673249204,False
mscn-nan,226519461.6,-1.73304803980632,False
alece-nan,67225366.0,1.1636386040715512,False
price-nan,69512582.0,-3.4974149627229556,False
postgres-nan,594672.0,0.0,False
